CHAMP;CODE;DESIGNATION;LIBELLE;REFINTENG;TYPE;VALEURACTUEL
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540838;Erreur;33
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540838;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540838;Erreur;803
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540845;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540845;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540845;Erreur;802
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540839;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540839;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540839;Erreur;802
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540844;Erreur;6
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540852;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540854;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540843;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540843;Erreur;321
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540841;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540844;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540841;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540841;Erreur;424
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540840;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540840;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540840;Erreur;604
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540810;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540849;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540843;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540835;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540835;Erreur;56
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540810;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540854;Erreur;802
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540810;Erreur;513
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540836;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540805;Erreur;58
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540828;Erreur;33
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540844;Erreur;958
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540805;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540836;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540828;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540835;Erreur;704
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540823;Erreur;64
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540832;Erreur;704
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540805;Erreur;513
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540828;Erreur;704
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540837;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540832;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540833;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540823;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540832;Erreur;33
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540833;Erreur;424
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540827;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540827;Erreur;803
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540831;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540831;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540837;Erreur;958
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540831;Erreur;702
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540827;Erreur;58
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540821;Erreur;66
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540821;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540826;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540837;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540826;Erreur;58
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540836;Erreur;612
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540829;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540829;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540829;Erreur;424
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540773;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540773;Erreur;612
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540773;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540762;Erreur;62
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540826;Erreur;962
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540825;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540833;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540762;Erreur;426
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540821;Erreur;803
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540825;Erreur;705
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540823;Erreur;704
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540820;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540819;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540818;Erreur;10
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540820;Erreur;64
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540818;Erreur;424
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540824;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540807;Erreur;64
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540807;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540825;Erreur;39
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540819;Erreur;8
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540817;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540824;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540817;Erreur;803
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540815;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540815;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540815;Erreur;321
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540817;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540814;Erreur;29
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540814;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540814;Erreur;324
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540813;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540824;Erreur;552
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540818;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540806;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540806;Erreur;604
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540812;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540813;Erreur;529
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540806;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540809;Erreur;ND
dateMEP;OBL002;;Champ obligatoire manquant;540808;Erreur;
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540809;Erreur;552
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540813;Erreur;6
dateMEP;SYN003;Ce champ doit etre composé de chiffre sur 8 positions;Syntaxe spécifique non respectée;540808;Erreur;
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540762;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540808;Erreur;3
dateMEP;SYN004;Format attendu pour les dates est JJMMAAAA;Date invalide;540808;Erreur;
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540807;Erreur;803
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540808;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540812;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540803;Erreur;803
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540804;Erreur;803
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540802;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540804;Erreur;58
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540800;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540803;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540802;Erreur;552
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540800;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540809;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540800;Erreur;513
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540798;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540798;Erreur;513
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540801;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540801;Erreur;424
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540788;Erreur;58
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540798;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540788;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540788;Erreur;415
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540803;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540785;Erreur;10
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540804;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540785;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540785;Erreur;415
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540779;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540779;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540776;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540802;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540776;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540776;Erreur;415
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540775;Erreur;415
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540775;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540758;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540758;Erreur;612
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540769;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540779;Erreur;415
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540769;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540769;Erreur;415
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540767;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540767;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540799;Erreur;56
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540799;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540801;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540797;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540799;Erreur;235
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540797;Erreur;705
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540796;Erreur;56
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540808;Erreur;801
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540796;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540796;Erreur;803
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540765;Erreur;415
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540765;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540775;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540761;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540761;Erreur;415
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540758;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540756;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540761;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540767;Erreur;415
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540756;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540797;Erreur;6
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540756;Erreur;415
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540794;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540765;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540689;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540794;Erreur;66
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540795;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540793;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540795;Erreur;56
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540793;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540792;Erreur;64
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540792;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540791;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540791;Erreur;552
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540795;Erreur;235
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540763;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540794;Erreur;701
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540791;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540790;Erreur;28
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540790;Erreur;342
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540789;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540789;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540689;Erreur;415
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540772;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540790;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540766;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540766;Erreur;3
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540789;Erreur;355
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540757;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540757;Erreur;ND
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540786;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540763;Erreur;10
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540786;Erreur;919
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540772;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540783;Erreur;58
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540783;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540689;Erreur;3
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540786;Erreur;56
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540624;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540782;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540782;Erreur;ND
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540782;Erreur;552
dateMEP;OBL002;;Champ obligatoire manquant;540784;Erreur;
dateMEP;SYN003;Ce champ doit etre composé de chiffre sur 8 positions;Syntaxe spécifique non respectée;540784;Erreur;
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540787;Erreur;ND
dateMEP;SYN004;Format attendu pour les dates est JJMMAAAA;Date invalide;540784;Erreur;
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540784;Erreur;33
codAgce;SYN002;Ce champ peut prendre les valeurs du referentiel agences;Donnée inexistante dans le référentiel;540763;Erreur;355
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540784;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540760;Erreur;6
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540760;Erreur;ND
typEng;SYN002;Ce champ peut prendre les valeurs du referentiel type engagements;Donnée inexistante dans le référentiel;540781;Erreur;3
periodRemb;SYN002;Ce champ peut prendre les valeurs du referentiel periodicite des engagements;Donnée inexistante dans le référentiel;540781;Erreur;ND
